Societe;agence;Nom de la station;station commune;Proprietaire de la station;lon;lat;joindre des photos;Type de la station;Type de mobilier;Existence de bancs;Existence eclairage;Existence poubelle;Existence acces PMR;Type TNRP;Commune;Delegation;Gouvernorat
SRT_SFAX;;Boujelben;;Soretras;10.7881222;34.7706241;http://mdc.giscloud.com/rest/1/layers/3330123/features/219/joindre_des_photos/mdc_photo_mdc_8657e3_1598875333149_1598875364934.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/219/joindre_des_photos/mdc_photo_mdc_4e0033_1598875341145_1598875364934.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;1;Sidi mansour;Sfax sud;Sfax
SRT_SFAX;;Zouz aawed;;Soretras;10.7853555;34.7673563;http://mdc.giscloud.com/rest/1/layers/3330123/features/220/joindre_des_photos/mdc_photo_mdc_62a221_1598875479260_1598875506975.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/220/joindre_des_photos/mdc_photo_mdc_bf58f1_1598875488093_1598875506975.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sidi mansour;Sfax sud;Sfax
SRT_SFAX;;Mosque 10 saltnia;;Soretras;10.7846678;34.7664835;http://mdc.giscloud.com/rest/1/layers/3330123/features/221/joindre_des_photos/mdc_photo_mdc_cd145e_1598875629701_1598875653160.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/221/joindre_des_photos/mdc_photo_mdc_d07dd3_1598875639069_1598875653160.jpg?reqlogin;Arret_Bus;Autre;no;no;yes;no;;Sidi mansour;Sfax sud ;Sfax
SRT_SFAX;;Ras  tabya saltnia;;Soretras;10.7822667;34.7632562;http://mdc.giscloud.com/rest/1/layers/3330123/features/222/joindre_des_photos/mdc_photo_mdc_25cf3d_1598875773323_1598875795790.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/222/joindre_des_photos/mdc_photo_mdc_0b2bb1_1598875781995_1598875795790.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sidi mansour;Sfax sud;Sfax
SRT_SFAX;;Yaiche;;Soretras;10.7803762;34.7610061;http://mdc.giscloud.com/rest/1/layers/3330123/features/223/joindre_des_photos/mdc_photo_mdc_768bd7_1598875914736_1598875940435.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/223/joindre_des_photos/mdc_photo_mdc_81c874_1598875924930_1598875940435.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sidi mansour;Sfax sud;Sfax
SRT_SFAX;;Bouzkenda;;Soretras;10.7783959;34.7589128;http://mdc.giscloud.com/rest/1/layers/3330123/features/224/joindre_des_photos/mdc_photo_mdc_dc623e_1598876066092_1598876108793.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/224/joindre_des_photos/mdc_photo_mdc_ee7bbf_1598876085892_1598876108793.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sidi mansour;Sfax sud;Sfax
SRT_SFAX;;Maamal mous;;Soretras;10.6435621;34.7927424;http://mdc.giscloud.com/rest/1/layers/3330123/features/604/joindre_des_photos/mdc_photo_mdc_1f0be8_1599644917029_1600418678322.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/604/joindre_des_photos/mdc_photo_mdc_7ef971_1599644931157_1600418678322.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Khazanet;Sfax sud;Sfax
SRT_SFAX;;Collége manar;;Soretras;10.8036341;34.7725524;http://mdc.giscloud.com/rest/1/layers/3330123/features/609/joindre_des_photos/mdc_photo_mdc_9f04d3_1600422704760_1600422726686.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/609/joindre_des_photos/mdc_photo_mdc_fef281_1600422716594_1600422726687.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sakeit daer;Sfax sud;Sfax
SRT_SFAX;;Maison jeune hey simare;;Soretras;10.7996973;34.7766903;http://mdc.giscloud.com/rest/1/layers/3330123/features/610/joindre_des_photos/mdc_photo_mdc_34e2be_1600422893204_1600422947318.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/610/joindre_des_photos/mdc_photo_mdc_2c0f6a_1600422912451_1600422947318.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Sakeit daer;Sfax sud;Sfax
SRT_SFAX;;Kasas sale hbib;;Soretras;10.7952163;34.7804166;http://mdc.giscloud.com/rest/1/layers/3330123/features/611/joindre_des_photos/mdc_photo_mdc_1d0261_1600423092186_1600423132359.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/611/joindre_des_photos/mdc_photo_mdc_0a5533_1600423117412_1600423132359.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sakeit daer;Sfax sud;Sfax
SRT_SFAX;;Hey  chaker;;Soretras;10.789721;34.779141;http://mdc.giscloud.com/rest/1/layers/3330123/features/612/joindre_des_photos/mdc_photo_mdc_976ac2_1600423472745_1600423511057.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/612/joindre_des_photos/mdc_photo_mdc_ea9507_1600423483948_1600423511057.jpg?reqlogin;Arret_Bus;Poteau;yes;no;no;no;;Sakeit daer;Sfax sud;Sfax
SRT_SFAX;;Koobaa;;Soretras;10.7850865;34.78471;http://mdc.giscloud.com/rest/1/layers/3330123/features/613/joindre_des_photos/mdc_photo_mdc_ba5867_1600423710118_1600423751429.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/613/joindre_des_photos/mdc_photo_mdc_90efc3_1600423726999_1600423751430.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sakeit daer;Sfax sud;Sfax
SRT_SFAX;;Association retraite sakeit daer;;Soretras;10.7829277;34.786856;http://mdc.giscloud.com/rest/1/layers/3330123/features/614/joindre_des_photos/mdc_photo_mdc_d2f375_1600423923428_1600423967739.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/614/joindre_des_photos/mdc_photo_mdc_fe94a4_1600423937910_1600423967739.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sakeit daer;Sfax sud;Sfax
SRT_SFAX;;Lyce sadek fkih;;Soretras;10.7990673;34.8013217;http://mdc.giscloud.com/rest/1/layers/3330123/features/615/joindre_des_photos/mdc_photo_mdc_8dc0c5_1600424618161_1600424658012.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/615/joindre_des_photos/mdc_photo_mdc_abf198_1600424650241_1600424658013.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Sakeit daer;Sfax sud;Sfax
SRT_SFAX;;Kasas lyce bouali;;Soretras;10.7963867;34.79915;http://mdc.giscloud.com/rest/1/layers/3330123/features/616/joindre_des_photos/mdc_photo_mdc_43922c_1600424957650_1600424989158.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/616/joindre_des_photos/mdc_photo_mdc_542303_1600424982320_1600424989159.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Sakeit daer;Sfax sud;Sfax
SRT_SFAX;;Mosquée bouali;;Soretras;10.8003691;34.7960391;http://mdc.giscloud.com/rest/1/layers/3330123/features/617/joindre_des_photos/mdc_photo_mdc_e1225f_1600425116207_1600425141397.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/617/joindre_des_photos/mdc_photo_mdc_8fc8f5_1600425130901_1600425141397.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Sakeit daer;Sfax sud;Sfax
SRT_SFAX;;Ben amor;;Soretras;10.803252;34.793552;http://mdc.giscloud.com/rest/1/layers/3330123/features/618/joindre_des_photos/mdc_photo_mdc_9369a1_1600425252616_1600425293940.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/618/joindre_des_photos/mdc_photo_mdc_458e67_1600425279200_1600425293940.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sakeit daer;Sfax sud;Sfax
SRT_SFAX;;Ben saada;;Soretras;10.7982112;34.7981536;http://mdc.giscloud.com/rest/1/layers/3330123/features/619/joindre_des_photos/mdc_photo_mdc_b01f3d_1600425592411_1600425636968.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/619/joindre_des_photos/mdc_photo_mdc_7bc131_1600425604502_1600425636969.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Sakeit daer;Sfax sud ;Sfax 
SRT_SFAX;;Espace nos prix;;Soretras;10.7911195;34.802167;http://mdc.giscloud.com/rest/1/layers/3330123/features/620/joindre_des_photos/mdc_photo_mdc_088668_1600425841467_1600425873991.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/620/joindre_des_photos/mdc_photo_mdc_9b5f2a_1600425863465_1600425873991.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Sakeit daer;Sfax sud;Sfax
SRT_SFAX;;Hey saltnia;;Soretras;10.7766697;34.7568049;http://mdc.giscloud.com/rest/1/layers/3330123/features/225/joindre_des_photos/mdc_photo_mdc_a2a911_1598876206879_1598876240105.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/225/joindre_des_photos/mdc_photo_mdc_15ca36_1598876224376_1598876240105.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sidi  mansour;Sfax sud;Sfax
SRT_SFAX;;Aakid;;Soretras;10.7751952;34.7547928;http://mdc.giscloud.com/rest/1/layers/3330123/features/226/joindre_des_photos/mdc_photo_mdc_cc5d51_1598876378644_1598876460101.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/226/joindre_des_photos/mdc_photo_mdc_a221cd_1598876419684_1598876460101.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sidi mansour;Sfax sud;Sfax
SRT_SFAX;;20-mars;;Soretras;10.77239;34.754413;http://mdc.giscloud.com/rest/1/layers/3330123/features/173/joindre_des_photos/mdc_photo_mdc_b4c795_1598864349005_1598864405086.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/173/joindre_des_photos/mdc_photo_mdc_9104f8_1598864360803_1598864405087.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Sidi mansour;Sfax sud;Sfax
SRT_SFAX;;Ksibi;;Soretras;10.7602738;34.7475612;http://mdc.giscloud.com/rest/1/layers/3330123/features/227/joindre_des_photos/mdc_photo_mdc_81eef4_1598950802316_1598950859907.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/227/joindre_des_photos/mdc_photo_mdc_ab82fd_1598950822979_1598950859907.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Sakeit zit;Sfax sud;Sfax
SRT_SFAX;;Ariana;;Soretras;10.7612703;34.751061;http://mdc.giscloud.com/rest/1/layers/3330123/features/228/joindre_des_photos/mdc_photo_mdc_7e3e98_1598951134223_1598951189050.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/228/joindre_des_photos/mdc_photo_mdc_872205_1598951156552_1598951189051.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Kasas chaaben;;Soretras;10.7616922;34.7535686;http://mdc.giscloud.com/rest/1/layers/3330123/features/229/joindre_des_photos/mdc_photo_mdc_c1c942_1598951326914_1598951371012.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/229/joindre_des_photos/mdc_photo_mdc_b11b3a_1598951343829_1598951371013.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Chichma;;Soretras;10.7628014;34.7571462;http://mdc.giscloud.com/rest/1/layers/3330123/features/230/joindre_des_photos/mdc_photo_mdc_5f840a_1598951520794_1598951582772.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/230/joindre_des_photos/mdc_photo_mdc_ecb34f_1598951556341_1598951582773.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Taktak;;Soretras;10.762762;34.7600822;http://mdc.giscloud.com/rest/1/layers/3330123/features/231/joindre_des_photos/mdc_photo_mdc_3a3364_1598951819162_1598951927263.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/231/joindre_des_photos/mdc_photo_mdc_1030ff_1598951873582_1598951927264.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Hajra;;Soretras;10.7628255;34.7622523;http://mdc.giscloud.com/rest/1/layers/3330123/features/232/joindre_des_photos/mdc_photo_mdc_24406b_1598952087741_1598952129396.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/232/joindre_des_photos/mdc_photo_mdc_fe548a_1598952107292_1598952129396.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Gadour;;Soretras;10.7622876;34.7652168;http://mdc.giscloud.com/rest/1/layers/3330123/features/233/joindre_des_photos/mdc_photo_mdc_1846eb_1598952306226_1598952341915.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/233/joindre_des_photos/mdc_photo_mdc_21951d_1598952321817_1598952341915.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Zanket khothra;;Soretras;10.7617646;34.7683979;http://mdc.giscloud.com/rest/1/layers/3330123/features/234/joindre_des_photos/mdc_photo_mdc_7055b0_1598952445202_1598952478479.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/234/joindre_des_photos/mdc_photo_mdc_c26314_1598952454034_1598952478479.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Clinique ebnafis;;Soretras;10.7611877;34.7712918;http://mdc.giscloud.com/rest/1/layers/3330123/features/235/joindre_des_photos/mdc_photo_mdc_52d602_1598952662609_1598952695767.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/235/joindre_des_photos/mdc_photo_mdc_d902da_1598952673904_1598952695767.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Bouaasida;;Soretras;10.761131;34.7753482;http://mdc.giscloud.com/rest/1/layers/3330123/features/236/joindre_des_photos/mdc_photo_mdc_0cba25_1598952894063_1598952953554.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/236/joindre_des_photos/mdc_photo_mdc_7cea46_1598952906316_1598952953554.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Lajmi;;Soretras;10.7606469;34.7797791;http://mdc.giscloud.com/rest/1/layers/3330123/features/237/joindre_des_photos/mdc_photo_mdc_554ab4_1598953062557_1598953104810.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/237/joindre_des_photos/mdc_photo_mdc_be9474_1598953081509_1598953104810.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Sakeit zit;Zakeit zit;Sfax
SRT_SFAX;;Chaari;;Soretras;10.7604906;34.7820217;http://mdc.giscloud.com/rest/1/layers/3330123/features/238/joindre_des_photos/mdc_photo_mdc_5fa769_1598953232387_1598953262970.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/238/joindre_des_photos/mdc_photo_mdc_554e12_1598953242606_1598953262970.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Cheikh;;Soretras;10.7603532;34.7852934;http://mdc.giscloud.com/rest/1/layers/3330123/features/239/joindre_des_photos/mdc_photo_mdc_f4cb8e_1598953469214_1598953502957.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/239/joindre_des_photos/mdc_photo_mdc_d804ce_1598953479150_1598953502957.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Mhiri;;Soretras;10.7602596;34.7873315;http://mdc.giscloud.com/rest/1/layers/3330123/features/240/joindre_des_photos/mdc_photo_mdc_95a1f3_1598953599447_1598953632077.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/240/joindre_des_photos/mdc_photo_mdc_acdc6e_1598953610109_1598953632077.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Chafii;;Soretras;10.7602016;34.7895263;http://mdc.giscloud.com/rest/1/layers/3330123/features/241/joindre_des_photos/mdc_photo_mdc_e70458_1598953742550_1598953781165.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/241/joindre_des_photos/mdc_photo_mdc_383a6c_1598953754677_1598953781165.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Akwas;;Soretras;10.7602607;34.7921856;http://mdc.giscloud.com/rest/1/layers/3330123/features/242/joindre_des_photos/mdc_photo_mdc_a9e0de_1598953874784_1598953909995.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/242/joindre_des_photos/mdc_photo_mdc_4fd2ed_1598953888377_1598953909995.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Hidrich;;Soretras;10.7606118;34.795369;http://mdc.giscloud.com/rest/1/layers/3330123/features/243/joindre_des_photos/mdc_photo_mdc_aa55fe_1598953997979_1598954048053.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/243/joindre_des_photos/mdc_photo_mdc_7d9807_1598954024110_1598954048059.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Mziyou;;Soretras;10.7608239;34.797378;http://mdc.giscloud.com/rest/1/layers/3330123/features/245/joindre_des_photos/mdc_photo_mdc_bccb8f_1598954236625_1598954263152.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/245/joindre_des_photos/mdc_photo_mdc_b477bf_1598954249017_1598954263152.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Sakya;;Soretras;10.7610923;34.8002086;http://mdc.giscloud.com/rest/1/layers/3330123/features/246/joindre_des_photos/mdc_photo_mdc_32c0de_1598954386831_1598954440753.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/246/joindre_des_photos/mdc_photo_mdc_aa2385_1598954415064_1598954440753.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Sakya1;;Soretras;10.7596657;34.8034042;http://mdc.giscloud.com/rest/1/layers/3330123/features/247/joindre_des_photos/mdc_photo_mdc_3aeaea_1598954589825_1598954640971.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/247/joindre_des_photos/mdc_photo_mdc_f1dc00_1598954616106_1598954640972.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;14-janv;;Soretras;10.7569187;34.8053411;http://mdc.giscloud.com/rest/1/layers/3330123/features/248/joindre_des_photos/mdc_photo_mdc_423aaa_1598954766493_1598954796761.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/248/joindre_des_photos/mdc_photo_mdc_564fc8_1598954776801_1598954796761.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Idriss;;Soretras;10.7545484;34.8066053;http://mdc.giscloud.com/rest/1/layers/3330123/features/249/joindre_des_photos/mdc_photo_mdc_3cede7_1598954872406_1598954911953.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/249/joindre_des_photos/mdc_photo_mdc_111d94_1598954892931_1598954911953.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Chaaben;;Soretras;10.7513602;34.8081652;http://mdc.giscloud.com/rest/1/layers/3330123/features/250/joindre_des_photos/mdc_photo_mdc_d7de01_1598955020115_1598955080352.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/250/joindre_des_photos/mdc_photo_mdc_538706_1598955039953_1598955080352.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Chooba;;Soretras;10.7491491;34.8102423;http://mdc.giscloud.com/rest/1/layers/3330123/features/251/joindre_des_photos/mdc_photo_mdc_f63c0e_1598955262654_1598955295616.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/251/joindre_des_photos/mdc_photo_mdc_0f85e6_1598955271049_1598955295616.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Mizwed;;Soretras;10.7478063;34.8127101;http://mdc.giscloud.com/rest/1/layers/3330123/features/252/joindre_des_photos/mdc_photo_mdc_f431ac_1598955407190_1598955463679.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/252/joindre_des_photos/mdc_photo_mdc_717c8a_1598955422427_1598955463679.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Keskes;;Soretras;10.7465435;34.8146036;http://mdc.giscloud.com/rest/1/layers/3330123/features/253/joindre_des_photos/mdc_photo_mdc_f71d18_1598955650532_1598955679528.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/253/joindre_des_photos/mdc_photo_mdc_fbb1c3_1598955660408_1598955679528.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Wzini;;Soretras;10.7445906;34.8165434;http://mdc.giscloud.com/rest/1/layers/3330123/features/254/joindre_des_photos/mdc_photo_mdc_30ee77_1598955786059_1598955837660.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/254/joindre_des_photos/mdc_photo_mdc_6fd1b7_1598955804658_1598955837660.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Abida;;Soretras;10.7413358;34.8209682;http://mdc.giscloud.com/rest/1/layers/3330123/features/255/joindre_des_photos/mdc_photo_mdc_e522bf_1598955952663_1598955981504.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/255/joindre_des_photos/mdc_photo_mdc_5dc7b8_1598955965101_1598955981504.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Hey ons1;;Soretras;10.7480824;34.8249547;http://mdc.giscloud.com/rest/1/layers/3330123/features/256/joindre_des_photos/mdc_photo_mdc_42fc6c_1598956114955_1598956163345.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/256/joindre_des_photos/mdc_photo_mdc_be10df_1598956141024_1598956163345.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Hey ons2;;Soretras;10.7520677;34.8273794;http://mdc.giscloud.com/rest/1/layers/3330123/features/257/joindre_des_photos/mdc_photo_mdc_9e0822_1598956292849_1598956344453.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/257/joindre_des_photos/mdc_photo_mdc_fcb1d0_1598956302557_1598956344453.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;sakeit zit;Sakeit zit ;Sfax
SRT_SFAX;;Hey ons3;;Soretras;10.754356;34.8279102;http://mdc.giscloud.com/rest/1/layers/3330123/features/258/joindre_des_photos/mdc_photo_mdc_918508_1598956445721_1598956482560.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/258/joindre_des_photos/mdc_photo_mdc_16be52_1598956455727_1598956482560.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Colege Hey ons;;Soretras;10.7584764;34.827822;http://mdc.giscloud.com/rest/1/layers/3330123/features/259/joindre_des_photos/mdc_photo_mdc_d585b8_1598956680767_1598956740034.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/259/joindre_des_photos/mdc_photo_mdc_568f24_1598956692864_1598956740035.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Iimarate;;Soretras;10.7563998;34.830838;http://mdc.giscloud.com/rest/1/layers/3330123/features/260/joindre_des_photos/mdc_photo_mdc_326614_1598956958937_1598956998151.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/260/joindre_des_photos/mdc_photo_mdc_eab93a_1598956969745_1598956998151.jpg?reqlogin;Arret_Bus;Autre;no;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Pépinière d 'entreprise;;Soretras;10.7540257;34.8345168;http://mdc.giscloud.com/rest/1/layers/3330123/features/261/joindre_des_photos/mdc_photo_mdc_3d0195_1598957189833_1598957242013.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/261/joindre_des_photos/mdc_photo_mdc_7d62fe_1598957216313_1598957242013.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Mutimedia;;Soretras;10.7553047;34.8390041;http://mdc.giscloud.com/rest/1/layers/3330123/features/262/joindre_des_photos/mdc_photo_mdc_0c746c_1598957679407_1598957736305.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/262/joindre_des_photos/mdc_photo_mdc_7668b1_1598957697803_1598957736305.jpg?reqlogin;Arret_Bus;Abri;yes;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Terminus rabeba;;Soretras;10.7918567;34.8877006;http://mdc.giscloud.com/rest/1/layers/3330123/features/263/joindre_des_photos/mdc_photo_mdc_14e518_1598960102846_1598960144670.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/263/joindre_des_photos/mdc_photo_mdc_b893ad_1598960115736_1598960144670.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Rabeba1;;Soretras;10.7886716;34.8911536;http://mdc.giscloud.com/rest/1/layers/3330123/features/264/joindre_des_photos/mdc_photo_mdc_17f344_1598960399895_1598960437796.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/264/joindre_des_photos/mdc_photo_mdc_118903_1598960416012_1598960437796.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sakeit zit;Sakeit zit;Sfax
SRT_SFAX;;Rabeba2;;Soretras;10.7841024;34.8945884;http://mdc.giscloud.com/rest/1/layers/3330123/features/265/joindre_des_photos/mdc_photo_mdc_83518a_1598960673119_1598960703650.jpg?reqlogin, http://mdc.giscloud.com/rest/1/layers/3330123/features/265/joindre_des_photos/mdc_photo_mdc_08bf02_1598960685010_1598960703650.jpg?reqlogin;Arret_Bus;Poteau;no;no;no;no;;Sakeit zit;Sakeit zit;Sfax
