Societe;Agence;Nom de la station;Proprietaire de la station;lon;lat;joindre des photos;Type de la station;Type de mobilier;Existence de bancs;Existence eclairage;Existence poubelle;Existence acces PMR;Type TNRP;Commune;Delegation;Gouvernorat;Code-Station
TRANSTU;District ben arous ;El hay echaabi   -r-;Dépôt Bir el kasaa ;10.220829;36.748638;http://mdc.giscloud.com/rest/1/layers/3536205/features/1243/joindre_des_photos/mdc_photo_mdc_3a07d6_1612251785552_1612251818714.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1243/joindre_des_photos/mdc_photo_mdc_48e847_1612251798638_1612251818715.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1243/joindre_des_photos/mdc_photo_mdc_a1526c_1612251811975_1612251818715.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Ben arous ;Ben arous ;Ben arous ;
TRANSTU;District ben arous ;Municipalité ben arous   -a-;Dépôt Bir el kasaa ;10.225859;36.746702;http://mdc.giscloud.com/rest/1/layers/3536205/features/1247/joindre_des_photos/mdc_photo_mdc_02c0b7_1612253228406_1612253304173.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1247/joindre_des_photos/mdc_photo_mdc_e0f17b_1612253259103_1612253304174.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1247/joindre_des_photos/mdc_photo_mdc_3548fe_1612253293582_1612253304174.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Ben arous ;Ben arous ;Ben arous ;
TRANSTU;District ben arous ;Faurcea   -a-;Dépôt Bir el kasaa ;10.227907;36.749192;http://mdc.giscloud.com/rest/1/layers/3536205/features/1219/joindre_des_photos/mdc_photo_mdc_d433ef_1612171227422_1612171284299.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1219/joindre_des_photos/mdc_photo_mdc_54cc95_1612171240130_1612171284300.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1219/joindre_des_photos/mdc_photo_mdc_df4dd9_1612171252265_1612171284300.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1219/joindre_des_photos/mdc_photo_mdc_3b612e_1612171266975_1612171284300.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Ben arous ;Ben arous ;Ben arous ;
TRANSTU;District ben arous ;El yasaminette   -r-;Dépôt Bir el kasaa ;10.233492;36.7453;http://mdc.giscloud.com/rest/1/layers/3536205/features/1221/joindre_des_photos/mdc_photo_mdc_f6c39e_1612171662180_1612171724550.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1221/joindre_des_photos/mdc_photo_mdc_807785_1612171696100_1612171724550.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1221/joindre_des_photos/mdc_photo_mdc_2a133d_1612171705593_1612171724551.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Ben arous ;Ben arous ;Ben arous ;
TRANSTU;District ben arous ;Ali darghouth   -a-;Dépôt Bir el kasaa ;10.188838;36.79634;http://mdc.giscloud.com/rest/1/layers/3536205/features/1128/joindre_des_photos/mdc_photo_mdc_8ac03d_1611915119543_1611915233933.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1128/joindre_des_photos/mdc_photo_mdc_e577c5_1611915132318_1611915233934.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1128/joindre_des_photos/mdc_photo_mdc_c2ba58_1611915144756_1611915233934.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Tunis ;Bab bhar ;Tunis ;
TRANSTU;District ben arous ;Douret el hlaybia   -r-;Dépôt Bir el kasaa ;10.316489;36.732664;http://mdc.giscloud.com/rest/1/layers/3536205/features/1123/joindre_des_photos/mdc_photo_mdc_e086b9_1611911793391_1611911822409.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1123/joindre_des_photos/mdc_photo_mdc_fa33ea_1611911805390_1611911822409.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1123/joindre_des_photos/mdc_photo_mdc_256573_1611911815358_1611911822410.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Ezzahra ;Ezzahra ;Ben arous ;
TRANSTU;District ben arous ;Douret el hlaybia   -a-;Dépôt Bir el kasaa ;10.316368;36.732753;http://mdc.giscloud.com/rest/1/layers/3536205/features/1122/joindre_des_photos/mdc_photo_mdc_0a2334_1611911615766_1611911715803.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1122/joindre_des_photos/mdc_photo_mdc_8d54ab_1611911625886_1611911715804.jpg?reqlogin;Arrêt bus;Abri;no;no;no;no;;Ezzahra ;Ezzahra ;Ben arous ;
TRANSTU;District ben arous ;Carrefour ezzahra   -a-;Dépôt Bir el kasaa ;10.313572;36.733862;http://mdc.giscloud.com/rest/1/layers/3536205/features/1120/joindre_des_photos/mdc_photo_mdc_4f8a19_1611911287084_1611911345527.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1120/joindre_des_photos/mdc_photo_mdc_7db5f9_1611911297340_1611911345528.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1120/joindre_des_photos/mdc_photo_mdc_5b5c3d_1611911322912_1611911345528.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Ezzahra ;Ezzahra ;Ben arous ;
TRANSTU;District ben arous ;Carrefour ezzahra  -r-;Dépôt Bir el kasaa ;10.313298;36.734229;http://mdc.giscloud.com/rest/1/layers/3536205/features/1121/joindre_des_photos/mdc_photo_mdc_b38c0f_1611911416461_1611911467780.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1121/joindre_des_photos/mdc_photo_mdc_9613b3_1611911442988_1611911467780.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1121/joindre_des_photos/mdc_photo_mdc_07dc3b_1611911462678_1611911467780.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Ezzahra ;Ezzahra ;Ben arous ;
TRANSTU;District ben arous ;Volvo ezzahra    -a-;Dépôt Bir el kasaa ;10.30557;36.735313;http://mdc.giscloud.com/rest/1/layers/3536205/features/1119/joindre_des_photos/mdc_photo_mdc_b08fcb_1611911055994_1611911103781.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1119/joindre_des_photos/mdc_photo_mdc_933d7b_1611911068580_1611911103782.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1119/joindre_des_photos/mdc_photo_mdc_32f46c_1611911079332_1611911103782.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1119/joindre_des_photos/mdc_photo_mdc_3ef3dd_1611911095543_1611911103782.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Ezzahra ;Ezzahra ;Ben arous ;
TRANSTU;District ben arous ;Volvo ezzahra   -r-;Dépôt Bir el kasaa ;10.306975;36.735279;http://mdc.giscloud.com/rest/1/layers/3536205/features/1124/joindre_des_photos/mdc_photo_mdc_3feaa6_1611913284191_1611913319891.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1124/joindre_des_photos/mdc_photo_mdc_a61a76_1611913301953_1611913319891.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1124/joindre_des_photos/mdc_photo_mdc_9cb000_1611913311303_1611913319891.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Ezzahra ;Ezzahra ;Ben arous ;
TRANSTU;District ben arous ;Ezzahra telecom   -a-;Dépôt Bir el kasaa ;10.301965;36.739272;http://mdc.giscloud.com/rest/1/layers/3536205/features/1125/joindre_des_photos/mdc_photo_mdc_3b1888_1611913534583_1611913560670.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1125/joindre_des_photos/mdc_photo_mdc_0511b0_1611913547420_1611913560670.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1125/joindre_des_photos/mdc_photo_mdc_02a28d_1611913557536_1611913560670.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Ezzahra ;Ezzahra ;Ben arous ;
TRANSTU;District ben arous ;Ezzahra telecom   -r-;Dépôt Bir el kasaa ;10.302094;36.739583;http://mdc.giscloud.com/rest/1/layers/3536205/features/1126/joindre_des_photos/mdc_photo_mdc_f21caf_1611913631231_1611913664715.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1126/joindre_des_photos/mdc_photo_mdc_635258_1611913651307_1611913664715.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Ezzahra ;Ezzahra ;Ben arous ;
TRANSTU;District ben arous ;El kontoir   -a-;Dépôt Bir el kasaa ;10.296088;36.737291;http://mdc.giscloud.com/rest/1/layers/3536205/features/1117/joindre_des_photos/mdc_photo_mdc_57116c_1611910567583_1611910668628.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1117/joindre_des_photos/mdc_photo_mdc_6d3197_1611910589075_1611910668628.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Ezzahra ;Ezzahra ;Ben arous ;
TRANSTU;District ben arous ;El kontoir   ‐r-;Dépôt Bir el kasaa ;10.29589;36.737752;http://mdc.giscloud.com/rest/1/layers/3536205/features/1118/joindre_des_photos/mdc_photo_mdc_e20b50_1611910745611_1611910797210.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1118/joindre_des_photos/mdc_photo_mdc_527849_1611910753582_1611910797210.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1118/joindre_des_photos/mdc_photo_mdc_fb8b2a_1611910791067_1611910797211.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Ezzahra ;Ezzahra ;Ben arous ;
TRANSTU;District ben arous ;Ezzahra( gp1)   ‐r-;Dépôt Bir el kasaa ;10.291451;36.738489;http://mdc.giscloud.com/rest/1/layers/3536205/features/1127/joindre_des_photos/mdc_photo_mdc_7d9d57_1611913850600_1611913898656.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1127/joindre_des_photos/mdc_photo_mdc_4f60cb_1611913875194_1611913898656.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1127/joindre_des_photos/mdc_photo_mdc_22d04f_1611913884237_1611913898657.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Ezzahra ;Ezzahra ;Ben arous ;
TRANSTU;District ben arous ;Ezzahra (gp1)   ‐a-;Dépôt Bir el kasaa ;10.291252;36.738273;http://mdc.giscloud.com/rest/1/layers/3536205/features/1116/joindre_des_photos/mdc_photo_mdc_4c001e_1611910448982_1611910456021.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Ezzahra ;Ezzahra ;Ben arous ;
TRANSTU;District ben arous ;École primaire madina jadida -a-;Dépôt Bir el kasaa ;10.240008;36.741479;http://mdc.giscloud.com/rest/1/layers/3536205/features/1132/joindre_des_photos/mdc_photo_mdc_b395a0_1611990575148_1611990589235.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1132/joindre_des_photos/mdc_photo_mdc_a5bc2f_1611990586231_1611990589235.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Ben arous ;El Madina el jadida ;Ben arous ;
TRANSTU;District ben arous ;Formation transtu   -r- ;Dépôt Bir el kasaa ;10.232466;36.761722;http://mdc.giscloud.com/rest/1/layers/3536205/features/1099/joindre_des_photos/mdc_photo_mdc_c7cf00_1611906267767_1611906360689.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1099/joindre_des_photos/mdc_photo_mdc_30b157_1611906321734_1611906360690.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1099/joindre_des_photos/mdc_photo_mdc_89ba42_1611906334246_1611906360690.jpg?reqlogin;Arrêt bus;Abri;no;no;no;no;;Megrine ;Megrine ;Ben arous ;
TRANSTU;District ben arous ;Sidi mosbeh  -a-;Dépôt Bir el kasaa ;10.240685;36.742865;http://mdc.giscloud.com/rest/1/layers/3536205/features/1131/joindre_des_photos/mdc_photo_mdc_576c4b_1611990383115_1611990415000.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1131/joindre_des_photos/mdc_photo_mdc_486bff_1611990410095_1611990415000.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Ben arous ;El Madina el jadida ;Ben arous ;
TRANSTU;District ben arous ;Faurecia   -r-;Dépôt Bir el kasaa ;10.228464;36.749007;http://mdc.giscloud.com/rest/1/layers/3536205/features/1220/joindre_des_photos/mdc_photo_mdc_39feea_1612171380072_1612171408760.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1220/joindre_des_photos/mdc_photo_mdc_a90bbe_1612171391660_1612171408760.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1220/joindre_des_photos/mdc_photo_mdc_d3f4d0_1612171403971_1612171408760.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Ben arous ;Ben arous ;Ben arous ;
TRANSTU;District ben arous ;El yasaminette   -a-;Dépôt Bir el kasaa ;10.234506;36.74366;http://mdc.giscloud.com/rest/1/layers/3536205/features/1222/joindre_des_photos/mdc_photo_mdc_700c3b_1612171873008_1612171937593.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1222/joindre_des_photos/mdc_photo_mdc_d54bcc_1612171894532_1612171937593.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Ben arous ;El madina el jadida ;Ben arous ;
TRANSTU;District ben arous ;Stade rades    -a-;Dépôt Bir el kasaa ;10.265348;36.744408;http://mdc.giscloud.com/rest/1/layers/3536205/features/1108/joindre_des_photos/mdc_photo_mdc_0bb725_1611908739353_1611908777434.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1108/joindre_des_photos/mdc_photo_mdc_520dfb_1611908756555_1611908777435.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1108/joindre_des_photos/mdc_photo_mdc_f7cf82_1611908772202_1611908777436.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Radès;Radès;Ben arous ;
TRANSTU;District ben arous ;Souk laalalech  -a-;Dépôt Bir el kasaa ;10.242375;36.739552;http://mdc.giscloud.com/rest/1/layers/3536205/features/1135/joindre_des_photos/mdc_photo_mdc_688694_1611990958579_1611990994454.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1135/joindre_des_photos/mdc_photo_mdc_06266a_1611990971772_1611990994454.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1135/joindre_des_photos/mdc_photo_mdc_56bb35_1611990990496_1611990994454.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Ben arous ;El Madina el jadida ;Ben arous ;
TRANSTU;District ben arous ;Echoucha (tribunal)   -a-;Dépôt Bir el kasaa ;10.247652;36.756751;http://mdc.giscloud.com/rest/1/layers/3536205/features/1142/joindre_des_photos/mdc_photo_mdc_a22697_1611992836226_1611992948683.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1142/joindre_des_photos/mdc_photo_mdc_f97687_1611992942075_1611992948683.jpg?reqlogin;Arrêt bus;Abri / Toteur;no;no;no;no;;Megrine ;Megrine ;Ben arous ;
TRANSTU;District ben arous ;Madina jadida  -a-;Dépôt Bir el kasaa ;10.251332;36.748394;http://mdc.giscloud.com/rest/1/layers/3536205/features/1141/joindre_des_photos/mdc_photo_mdc_8531c3_1611992512292_1611992553091.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1141/joindre_des_photos/mdc_photo_mdc_9737f0_1611992534374_1611992553091.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Ben arous ;Madina jadida ;Ben arous ;
TRANSTU;District ben arous ;Madina jadida (terminus 19) ;Dépôt Bir el kasaa ;10.251524;36.748485;http://mdc.giscloud.com/rest/1/layers/3536205/features/1140/joindre_des_photos/mdc_photo_mdc_ace77c_1611992141204_1611992191651.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1140/joindre_des_photos/mdc_photo_mdc_4c4845_1611992158986_1611992191651.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1140/joindre_des_photos/mdc_photo_mdc_1347d0_1611992173302_1611992191651.jpg?reqlogin;Station bus;Batiment;yes;no;no;no;;Ben arous ;El Madina el jadida ;Ben arous ;
TRANSTU;District ben arous ;Lavage chikhawi  -r-;Dépôt Bir el kasaa ;10.277021;36.767994;http://mdc.giscloud.com/rest/1/layers/3536205/features/1159/joindre_des_photos/mdc_photo_mdc_b3c76d_1611996628092_1611996679777.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1159/joindre_des_photos/mdc_photo_mdc_97dabe_1611996653677_1611996679777.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Radès ;Radès ;Ben arous ;
TRANSTU;District ben arous ;La poste rades  -r- ;Dépôt Bir el kasaa ;10.273293;36.768025;http://mdc.giscloud.com/rest/1/layers/3536205/features/1157/joindre_des_photos/mdc_photo_mdc_e619b3_1611996288071_1611996330347.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1157/joindre_des_photos/mdc_photo_mdc_c90632_1611996302175_1611996330347.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1157/joindre_des_photos/mdc_photo_mdc_084985_1611996322182_1611996330347.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Radès ;Radès ;Ben arous ;
TRANSTU;District ben arous ;La poste rades -a- ;Dépôt Bir el kasaa ;10.273177;36.767927;http://mdc.giscloud.com/rest/1/layers/3536205/features/1156/joindre_des_photos/mdc_photo_mdc_6418ed_1611996173227_1611996223147.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1156/joindre_des_photos/mdc_photo_mdc_b42e8f_1611996201508_1611996223147.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1156/joindre_des_photos/mdc_photo_mdc_b62250_1611996214190_1611996223147.jpg?reqlogin;Arrêt bus;Abri / Toteur;no;no;no;no;;Radès ;Radès ;Ben arous ;
TRANSTU;District ben arous ;El monguela rades  -a-;Dépôt Bir el kasaa ;10.269887;36.767122;http://mdc.giscloud.com/rest/1/layers/3536205/features/1154/joindre_des_photos/mdc_photo_mdc_f5c61b_1611995790290_1611995850375.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1154/joindre_des_photos/mdc_photo_mdc_730e4d_1611995827559_1611995850375.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1154/joindre_des_photos/mdc_photo_mdc_f7137c_1611995840345_1611995850375.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Radès ;Radès ;Ben arous ;
TRANSTU;District ben arous ;Mongil rades   -r-;Dépôt Bir el kasaa ;10.267664;36.767472;http://mdc.giscloud.com/rest/1/layers/3536205/features/1153/joindre_des_photos/mdc_photo_mdc_eeb7e0_1611995544672_1611995588598.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1153/joindre_des_photos/mdc_photo_mdc_2523ad_1611995569929_1611995588598.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1153/joindre_des_photos/mdc_photo_mdc_559214_1611995584155_1611995588598.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Radès ;Radès ;Ben arous ;
TRANSTU;District ben arous ;Mongil rades   -a-;Dépôt Bir el kasaa ;10.267272;36.76735;http://mdc.giscloud.com/rest/1/layers/3536205/features/1152/joindre_des_photos/mdc_photo_mdc_9e4f86_1611995461975_1611995487827.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1152/joindre_des_photos/mdc_photo_mdc_023740_1611995476559_1611995487827.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Radès ;Radès ;Ben arous ;
TRANSTU;District ben arous ;Maahed rades   -r-;Dépôt Bir el kasaa ;10.261733;36.766748;http://mdc.giscloud.com/rest/1/layers/3536205/features/1151/joindre_des_photos/mdc_photo_mdc_eed715_1611995080184_1611995204120.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1151/joindre_des_photos/mdc_photo_mdc_c1d163_1611995156679_1611995204120.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1151/joindre_des_photos/mdc_photo_mdc_7918df_1611995189775_1611995204120.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1151/joindre_des_photos/mdc_photo_mdc_a4d955_1611995198874_1611995204120.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Radès ;Radès ;Ben arous ;
TRANSTU;District ben arous ;Maahed rades  -a-;Dépôt Bir el kasaa ;10.260931;36.766643;http://mdc.giscloud.com/rest/1/layers/3536205/features/1150/joindre_des_photos/mdc_photo_mdc_a3025b_1611994916195_1611995026426.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1150/joindre_des_photos/mdc_photo_mdc_9e35ac_1611994932745_1611995026426.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1150/joindre_des_photos/mdc_photo_mdc_65653c_1611994965096_1611995026426.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Radès ;Radès ;Ben arous ;
TRANSTU;District ben arous ;Elmalaab elbaladi rades  -r-;Dépôt Bir el kasaa ;10.256983;36.765473;http://mdc.giscloud.com/rest/1/layers/3536205/features/1149/joindre_des_photos/mdc_photo_mdc_6c047e_1611994697866_1611994767287.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1149/joindre_des_photos/mdc_photo_mdc_5fcfaa_1611994714468_1611994767287.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1149/joindre_des_photos/mdc_photo_mdc_aece13_1611994739234_1611994767287.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1149/joindre_des_photos/mdc_photo_mdc_650f80_1611994756184_1611994767287.jpg?reqlogin;Arrêt bus;Abri;no;no;no;no;;Radès  ;Radès  ;Ben arous ;
TRANSTU;District ben arous ;Elmalaab elbaladi rades  -a-;Dépôt Bir el kasaa ;10.256635;36.765091;http://mdc.giscloud.com/rest/1/layers/3536205/features/1148/joindre_des_photos/mdc_photo_mdc_9b2bba_1611994500496_1611994610344.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1148/joindre_des_photos/mdc_photo_mdc_574d60_1611994523787_1611994610344.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1148/joindre_des_photos/mdc_photo_mdc_1aa103_1611994551087_1611994610344.jpg?reqlogin;Arrêt bus;Abri / Toteur;yes;no;no;no;;Radès ;Radès ;Ben arous ;
TRANSTU;District ben arous ;Rades forêt    (a);Dépôt Bir el kasaa ;10.257472;36.761813;http://mdc.giscloud.com/rest/1/layers/3536205/features/1146/joindre_des_photos/mdc_photo_mdc_8fc5f1_1611994044536_1611994065292.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1146/joindre_des_photos/mdc_photo_mdc_807f92_1611994060518_1611994065293.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Radès ;Radès ;Ben arous ;
TRANSTU;District ben arous ;Hay el ayari   -r-;Dépôt Bir el kasaa ;10.239185;36.737884;http://mdc.giscloud.com/rest/1/layers/3536205/features/1226/joindre_des_photos/mdc_photo_mdc_394d5a_1612172779290_1612172803590.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1226/joindre_des_photos/mdc_photo_mdc_bf0037_1612172798767_1612172803590.jpg?reqlogin;Arrêt bus;Poteau;no;no;no;no;;Ben arous ;El madina el jadida ;Ben arous ;
TRANSTU;District ben arous ;Hay erromena madina jadida -a-;Dépôt Bir el kasaa ;10.246185;36.739717;http://mdc.giscloud.com/rest/1/layers/3536205/features/1136/joindre_des_photos/mdc_photo_mdc_2f5086_1611991213805_1611991239591.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1136/joindre_des_photos/mdc_photo_mdc_fe724a_1611991228093_1611991239591.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Ben arous ;El Madina el jadida ;Ben arous ;
TRANSTU;District ben arous ;Maamel el yajour   -a-;Dépôt Bir el kasaa ;10.190198;36.691458;http://mdc.giscloud.com/rest/1/layers/3536205/features/1316/joindre_des_photos/mdc_photo_mdc_19418e_1612343096523_1612343173439.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Mohamedia-fouchana ;Fouchana ;Ben arous ;
TRANSTU;District ben arous ;El wagaa Bir ejdid   -a-;Dépôt Bir el kasaa ;10.200251;36.637465;http://mdc.giscloud.com/rest/1/layers/3536205/features/1330/joindre_des_photos/mdc_photo_mdc_669f76_1612347441894_1612347446447.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Mohamedia-fouchana ;Fouchana ;Ben arous ;
TRANSTU;District ben arous ;Hay steg 2 (a-r);Dépôt Bir el kasaa ;10.210817;36.625205;http://mdc.giscloud.com/rest/1/layers/3536205/features/1335/joindre_des_photos/mdc_photo_mdc_59c605_1612348546505_1612348557102.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Mohamedia-fouchana ;Fouchana ;Ben arous ;
TRANSTU;District ben arous ;El wagaa Bir  jdid  -r-;Dépôt Bir el kasaa ;10.200213;36.637598;http://mdc.giscloud.com/rest/1/layers/3536205/features/1331/joindre_des_photos/mdc_photo_mdc_015817_IMG_20210203_111721_1612347518775.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Mohamedia-fouchana ;Fouchana ;Ben arous ;
TRANSTU;District ben arous ;Imprimerie officielle  -a-;Dépôt Bir el kasaa ;10.249373;36.760368;http://mdc.giscloud.com/rest/1/layers/3536205/features/1145/joindre_des_photos/mdc_photo_mdc_18d345_1611993668294_1611993737331.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1145/joindre_des_photos/mdc_photo_mdc_af8ccb_1611993692513_1611993737331.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1145/joindre_des_photos/mdc_photo_mdc_5b3b33_1611993708956_1611993737331.jpg?reqlogin;Arrêt bus;Abri;yes;no;no;no;;Megrine ;Megrine ;Ben arous ;
TRANSTU;District ben arous ;Imprimerie officielle   -r-;Dépôt Bir el kasaa ;10.248017;36.759118;http://mdc.giscloud.com/rest/1/layers/3536205/features/1144/joindre_des_photos/mdc_photo_mdc_f7791f_1611993339633_1611993527211.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1144/joindre_des_photos/mdc_photo_mdc_8a4d6a_1611993498908_1611993527212.jpg?reqlogin. http://mdc.giscloud.com/rest/1/layers/3536205/features/1144/joindre_des_photos/mdc_photo_mdc_007d9c_1611993518245_1611993527212.jpg?reqlogin;Arrêt bus;Autre;no;no;no;no;;Megrine ;Megrine ;Ben arous ;
