Date;Production de la concession i . en kt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
0;Djebal Douleb;El Borma;Sidi El Iteyem;Ashtart;Sidi Behara;Chaouech Saida;Halk El Menzel;Isis;Birsa;Makhrouga;Debbech;Laarich;El Bibane;Hajeb/Guebiba;Cosmos;Gremda;Oudna;Abir;Ennakhil;D.S.T;M.L.D;Maamoura/Baraka;El Franig/Baguel/Tarfa;Barka/Gherib;Ezzaouia;Yasmine;Maamoura;Zinnia;Sanhar;Bochra;EChouech;Miskar;Oued Zar;Belli;Sidi El Kilani;Rhemoura;Cercina;Jb Grouz;Didon;Sabria;El Menzah;Utique (CO2);Beni Khaled;Chergui;Baraka;Adam;Zelfa ;Robbana ;Cercina Sud;Hasdrubal;Cherouq;Ras El Besh;Nawara;Durra;Bir Ben Tartar;Anaguid;Ghrib;Mazrane;Jinane;Sondes;Benefsej Sud;Mahres;Sidi marzoug
4 / 2017;0;22.24;2.57;18.9;0.38;0;0;0;0;0;0;0;0.3;10.33;0;0.91;0;0;0;1.54;7.01;0;6.15;0;0.86;0;5.73;0;0;0;0;7.11;6.9;0;2.45;1.72;7.81;1.07;2.6;4.02;0;0;0.12;0;3.02;14.13;0;0.09;0;20.46;9.55;0;0;2.4;1.49;7.9;0;0;0;0.07;0;0;0
5 / 2017;0;21.77;2.82;17.18;0.21;0;0;0;0;0;0;0;0.21;11.07;0;0.76;0;0;0;1.34;7.27;0;1.68;0;0.58;0;5.85;0;0;0;0;6.86;6.81;0;2.65;1.1;8.2;0.98;2.61;2.45;0;0;0.12;0.2;2.68;12.99;0;0.1;0;22.7;10.2;0;0;2.05;0;8.96;0;0;0;0;0;0;0
6 / 2017;0;19.19;2.87;15.64;0.41;0;0;0;0;0;0;0;0.17;7.45;0;0.74;0;0;0;1.34;2.97;0;0;0;0.56;0;5.61;0;0;0;0;7.58;3.47;0;2.55;0.92;6.89;0.45;2.48;0;0;0;0.09;1.08;1.84;5.42;0;0.09;0;21.59;3.82;0;0;0.75;0.8;2.43;0;0;0;0;0;0;0
7 / 2017;0;16.84;3.22;11.23;0.22;0;0;0;0;0;0;0;0.2;7.71;0;0.01;0;0;0;1.22;1.87;0;0;0;0.86;0;4.83;0;0;0;0;7.51;1.7;0;2.49;0.97;6.43;0.58;2.43;0;0;0;0.09;1.1;1.83;3.22;0;0.1;0;22.33;1.67;0;0;0.31;4.91;0.27;0;0;0;0;0;0;0
8 / 2017;0;6.28;3.25;14.9;0;0;0;0;0;0;0;0;0.2;8.14;0;0;0;0;0;1.28;0.44;0;0.06;0;0.8;0;4.74;0;0;0;0;7.41;0.61;0;3.03;1.09;8.43;0.3;2.28;0;0;0;0.11;1.06;0.94;1.43;0;0.09;0;20.78;1.09;0;0;0.23;4.61;0.87;0;0;0;0;0;0;0
9 / 2017;0;18.78;3;20.55;0;0;0;0;0;0;0;0;0.22;7.8;0;0.19;0;0;0;1.2;6.26;0;5.82;0;0.76;0;4.26;0;0;0;0;6.61;5.97;0;2.82;1.06;8.08;1.31;2.13;1.74;0;0;0.1;0.97;0.85;12.13;0;0.1;0;21.17;8.38;0;0;1.96;4.27;8.22;0;0;0;0;0;0;0
10 / 2017;0;21.87;3.24;25.31;0;0;0;0;0;0;0;0;0.23;11.05;0;0.15;0;0;0;1.4;8.42;0;5.75;0;1.48;0;3.87;0;0;0;0;6.79;6.17;0;2.76;1.06;8.04;1.45;2.08;2.3;0;0;0.09;1.07;0.3;12.52;0;0.09;0;14.63;8.92;0;0;2.26;4.49;8.2;0.88;0;0;0;0;0;0
11 / 2017;0;21.54;3.18;21.47;0;0;0;0;0;0;0;0;0.21;10.44;0;0;0;0;0;1.09;11.43;0;5.69;0;1.72;0;4.27;0;0;0;0;6.61;5.48;0;2.58;1.01;5.7;1.4;0.88;2.58;0;0;0.09;1.04;0.4;13.13;0;0.09;0;18.18;8.89;0;0;2.51;3.9;6.76;6.35;0;0;0;0;0;0
12 / 2017;0;23.56;2.88;21.36;0;0;0;0;0;0;0;0;0.25;10.6;0;0.1;0;0;0;1.19;10.22;0;5.52;0;1.98;0;4.14;0;0;0;0;6.88;5.74;0;2.87;0.98;7.25;1.47;0.15;2.73;0;0;0.05;1.07;0.21;13.8;0;0.09;0;18.83;9.34;0;0;2.31;3.9;4.04;4.87;0;0;0;0;0;0
1 / 2018;0;22.91;3.29;19.67;0;0;0;0;0;0;0;0;0.24;9.44;0;0;0;0;0;1.29;9.42;0;5.21;0;2.02;0;2.23;0;0;0;0;7.76;5.34;0;2.68;0.91;7.92;1.48;0;2.68;0;0;0.09;1.05;0.38;12.76;0;0.09;0;19.31;9.13;0;0;2.43;4.18;5.06;7.31;0.04;0;0;0;0;0
2 / 2018;0;20.68;2.54;12.97;0;0;0;0;0;0;0;0;0.22;8.99;0;0;0;0;0;1.2;8.14;0;4.45;0;2.57;0;2.41;0;0;0;0;6.52;4.91;0;2.38;0.81;7.17;1.36;0;2.16;0;0;0.08;0.94;0.24;10.9;0;0.09;0;17.2;8.03;0;0;1.02;3.73;4.65;3.98;0;0;0;0;0;0
3 / 2018;0;23.89;3.22;21.69;0;0;0;0;0;0;0;0;0.25;9.85;0;0;0;0;0;1.42;8.85;0;4.9;0;2.41;0;2.8;0;0;0;0;7.01;5.29;0;2.6;0.88;7.62;1.48;0;2.3;0;0;0.09;1.01;0.17;10.96;0;0.09;0;15.92;8.64;0;0;1.18;4.01;5.01;7.52;0;0;0;0;0;0
4 / 2018;0;21.77;3.07;16.24;0;0;0;0;0;0;0;0;0.23;9.47;0;0;0;0;0;1.42;8.43;0;4.76;0;2.65;0;2.79;0;0;0;0;4;5.57;0;2.67;0.85;5.1;1.48;0;2.16;0;0;0.08;0.97;0.13;9.72;0;0.09;0;16.35;7.85;0;0;1.32;3.44;5.59;7.48;0;0;0;0;0;0
5 / 2018;0;23.3;3.15;21.85;0;0;0;0;0;0;0;0;0.21;9.13;0;0;0;0;0;1.26;9.33;0;4.66;0;2.69;0;2.42;0;0;0;0;5.8;5.91;0;2.58;0.88;8.3;1.64;0;2.27;0;0;0.09;1;0.14;9.38;0;0.1;0;15.98;8.76;0;0;1.47;3.61;5.35;6.52;0;0;0;0;0;0
6 / 2018;0;21.54;3.15;21.46;0;0;0;0;0;0;0;0;0.3;8.01;0;0;0;0;0;1.1;9.25;0;4.37;0;2.6;0;2.4;0;0;0;0;6.88;5.71;0;2.48;0.8;7.3;1.63;0;2.18;0;0;0.09;0.91;0.31;9.6;0;0.08;0;15.28;8.49;0;0;1.42;3.46;3.36;6.64;0.2;0;0;0;0;0
7 / 2018;0;22.69;3.19;20.85;0;0;0;0;0;0;0;0;0.37;8.11;0;0;0;0;0;1.49;8.95;0;4.17;0;2.61;0;2.17;0;0;0;0;6.74;5.65;0;2.41;0.84;7.71;1.65;0;2.2;0;0;0.07;0.92;0.34;8.58;0;0.09;0;15.68;7.81;0;0;1.46;3.27;5.01;6.15;0.41;0;0;0;0;0
8 / 2018;0;22.91;3.39;20.07;0;0;0;0;0;0;0;0;0.4;7.53;0;0;0;0;0;1.42;8.63;0;4.04;0;2.83;0;2.03;0;0;0;0;6.64;5.61;0;2.76;0.82;7.55;1.61;0;2.22;0;0;0.08;0.91;0.24;8.5;0;0.09;0;16.06;7.29;0;0;1.47;3.24;5.12;5.94;0.36;0;0;0;0;0
9 / 2018;0;22.06;2.99;17.52;0;0;0;0;0;0;0;0;0.47;6.69;0;0;0;0;0;1.21;8.38;0;3.88;0;2.5;0;2.08;0;0;0;0;6.23;5.25;0;2.97;0.58;2.41;1.41;0;2.1;0;0;0.09;0.84;0.31;8.34;0;0.09;0;16;8.23;0;0;1.42;3.17;4.17;5.68;0.25;0;0;0;0;0
10 / 2018;0;23.68;2.81;17.15;0;0;0;0;0;0;0;0;0.51;9.19;0;0;0;0;0;1.15;8.15;0;4.2;0;2.65;0;1.66;0;0;0;0;7.14;5.35;0;2.93;0.82;6.63;1.69;0;2.16;0;0;0.08;0.79;0.04;6.07;0;0.08;0;14.4;9.02;0;0;1.3;3.21;4.05;5.7;0.78;0;0.29;0;0;0
11 / 2018;0;22.33;2.93;20.51;0;0;0;0;0;0;0;0;0.45;7.68;0;0;0;0;0;0.96;8.24;0;3.83;0;1.96;0;2.12;0;0;0;0;6.33;5.16;0;2.77;0.78;5.35;1.62;0;2.06;0;0;0.08;0.76;0.1;6.6;0;0.09;0;14.61;8.41;0;0;1.23;3.04;3.42;3.97;0;0.24;1.26;0;0;0
12 / 2018;0;22.18;2.85;21.11;0.02;0;0;0;0;0;0;0;0.41;8.72;0;0;0;0;0;1.12;8.62;0;3.89;0;2.53;0;2.28;0;0;0;0;6.15;5.23;0;2.66;0.79;7.07;1.64;0;2.13;0;0;0.08;0.9;0.56;10.64;0;0.08;0;15.97;10.16;0;0;1.39;3.2;1.57;5.94;0.64;0.68;1.1;0;0;0
1 / 2019;0;21.98;2.98;21.51;0.68;0;0;0;0;0;0;0;0.4;8.2;0;0;0;0;0;0.88;8.01;0;3.58;0;2.55;0;2.15;0;0;0;0;6.11;5.2;0;2.58;0.74;6.64;1.62;0;2.09;0;0;0.07;1.01;0.79;13.72;0;0.09;0;15.29;10.61;0;0;1.39;3.14;2.12;5.6;0.49;1.59;1.1;0;0;0
2 / 2019;0;19.7;2.65;14.89;0.43;0;0;0;0;0;0;0;0.32;7.34;0;0;0;0;0;0.85;7.83;0;3.09;0;2.12;0;1.81;0;0;0;0;6.6;4.61;0;2.32;0.65;6.14;1.43;0;2.76;0;0;0.07;0.8;0.39;10.25;0;0.08;0;12.8;9.57;0;0;1.67;2.58;2.34;4.8;0.58;1.29;1.12;0;0;0
3 / 2019;0;21.2;2.9;20.68;0.34;0;0;0;0;0;0;0;0.34;8.87;0;0;0;0;0;1.18;8.45;0;3.45;0;2.53;0;1.22;0;0;0;0;7.29;5.12;0;2.22;0.67;6.4;1.5;0;2.04;0;0;0.09;0.88;0;13.41;0;0.09;0;15.06;10.2;0;0;1.78;2.77;2.5;5.08;-1.07;1.21;0.85;0;0;0
4 / 2019;0;20.19;2.99;19.56;0.67;0;0;0;0;0;0;0;0.29;8.91;0;0.17;0;0;0;0.97;7.98;0;3.07;0;2.21;0;1.1;0;0;0;0;5.74;4.97;0;2.47;0.69;6.28;1.42;0;1.93;0;0;0.07;0.81;0;13.58;0;0.09;0;14.49;9.28;0;0;1.24;2.25;2.01;4.76;0;0.95;0.74;0;0;0
5 / 2019;0;17.77;2.9;19.65;0.74;0;0;0;0;0;0;0;0.27;9.12;0;0.9;0;0;0;1.25;7.76;0;3.1;0;1.89;0;2.36;0;0;0;0;7.26;4.88;0;2.68;0.72;7.07;1.47;0;1.99;0;0;0.08;0.81;0.28;12.61;0;0.09;0;14.83;9.82;0;0;1.42;2.06;2.37;4.7;0;1.05;-3.81;0;0;0
6 / 2019;0;18.5;2.58;14.07;0.67;0;0;0;0;0;0;0;0.24;7.4;0;0;0;0;0;1.38;8.5;0;3.24;0;1.95;0;1.4;0;0;0;0;7.03;4.81;0;2.35;0.5;6.7;1.43;0;1.92;0;0;0.06;0.76;0.43;11.37;0;0.09;0;13.9;9.72;0;0;1.63;1.9;2.82;4.59;0;1.26;5.9;0;0;0
7 / 2019;0;19.38;2.83;17.69;0.66;0.22;0;0;0;0;0;0;0.23;8.1;0;0;0;0;0;1.33;7.51;0;3.11;0;2.03;0;2.53;0;0;0;0;7.16;4.93;0;1.95;0;6.53;1.41;0;1.96;0;0;0.07;0.74;0.49;12.54;0;0.09;0;13.98;8.83;0;0;1.72;2.42;3.5;4.05;0;0.67;0.79;0;0;0
8 / 2019;0;19.46;2.95;17.44;0.62;0.74;0;0;0;0;0;0;0.25;7.63;0;0;0;0;0;0.82;7.39;0;4.93;0;1.8;0;0;0;0;0;0;6.9;4.55;0;2.4;0.3;6.17;0.89;0;1.93;0;0;0.08;0.71;0;12.17;0;0.08;0;13.67;8.21;0;0;1.78;2.35;2.81;5.05;0;0.19;0.71;0;0;0
9 / 2019;0;16.88;2;15.75;0.64;0.83;0;0;0;0;0;0;0.22;6.29;0;1.59;0;0;0;0.79;7.61;0;6.61;0;1.8;0;1.82;0;0;0;0;7.4;4.13;0;2.23;0;6.4;0.3;0;1.88;0;0;0.07;0.66;0;9.6;0;0.09;0;13.01;7.28;0;0;1.76;2.33;3.19;4.69;0;0.32;0.69;0;0;0
10 / 2019;0;19.77;2.22;20.79;0.66;0.95;0;0;0;0;0;0;0.26;6.85;0;1.05;0;0;0;1.07;8.42;0;6.36;0;1.82;0;1.27;0;0;0;0.1;7.59;4.46;0;2.3;0;6.23;1.01;0;1.98;0;0;0.07;0.81;0;10.02;0;0.08;0;10.19;7.18;0;0;1.98;2.14;3.23;3.24;0;0.43;0.71;0;0;0
11 / 2019;0;19.02;2.31;21.42;0.64;1.05;0;0;0;0;0;0;0.25;7.95;0;0.22;0;0;0;1.13;8.94;0;5.97;0;2.09;0;2.1;0;0;0;0.34;7.11;4.42;0;2.22;0;5.49;0.93;0;1.92;0;0;0.08;0.83;0;9.14;0;0.08;0;1.57;7.91;0;0;2;1.85;3.63;4.59;0;0.59;0.61;0;0;0
12 / 2019;0;19.45;2.57;12.87;0.65;1.04;0;0;0;0;0;0;0.28;7.96;0;0.58;0;0;0;1.42;7.91;0;3.86;0;1.89;0;2.39;0;0;0;0.37;7.24;4.41;0;2.31;0;5.7;0.93;0;1.98;0;0;0.07;0.83;1.4;9.87;0;0.09;0;11.65;7.38;0;0;2;2.06;3.98;4.37;0;1.25;0.61;0;0;0
1 / 2020;0;19.9;2.331;15.066;0.637;0.732;0;0;0;0;0;0;0.274;8.206;0;0.225;0;0;0;1.116;8.301;0;4.492;0;1.906;0;1.305;0;0;0;0.353;6.419;4.539;0;2.313;2.398;6.831;0.887;0;1.986;0;0;0.067;1.215;1.898;9.773;0;0.086;0;13.192;7.874;0;0;2.063;2.321;3.613;4.34;0.503;1.669;0.577;0;0;0
2 / 2020;0;18.044;2.386;15.683;0.494;0.354;0;0;0;0;0;0;0.242;7.339;0;0;0;0;0;1.054;7.986;0;4.99;0;1.737;0;1.334;0;0;0;0.354;5.888;4.397;0;2.113;2.01;6.064;0.836;0;2.047;0;0;0.069;0.66;4.87;9.76;0;0.081;0;11.738;6.663;0;0;1.836;2.229;3.001;3.933;0.458;0.864;0.496;0;0;0
3 / 2020;0;19.156;2.582;15.887;0.581;0.73;0;0;0;0;0;0;0.342;7.729;0;0;0;0;0;1.186;7.498;0;5.484;0;1.907;0;1.908;0;0;0;0.366;6.258;4.645;0;2.257;2.092;6.677;0.855;0;2.192;0;0;0.077;0.738;12.781;9.258;0;0.087;0;11.047;7.663;0;0.363;1.976;2.494;2.75;4.031;0.654;1.125;0.337481487366916;0;0;0
4 / 2020;0;18.029;2.25;19.679;0.546;0.705;0;0;0;0;0;0;0.408;7.623;0;0.507;0;0;0;1.125;8.197;0;5.235;0;1.757;0;1.858;0;0;0;0.355;6.005;5.157;0;2.221;2.069;6.431;0.98;0;2.235;0;0;0.082;0.698;10.007;7.247;0;0.08;0;11.96;7.336;0;2.614;1.99;1.954;2.365;4.109;0.708;1.11;0.000518512633084223;0;0;0
5 / 2020;0;19.219;2.318;20.821;0.573;0.658;0;0;0;0;0;0;0.426;7.493;0;0.17;0;0;0;1.072;8.949;0;4.778;0;1.631;0;2.145;0;0;0;0.333;6.184;5.547;0;2.246;2.016;6.466;1.166;0;2.275;0;0;0;0.687;8.32;8.759;0;0.088;0;11.838;7.188;0;0.971;2.055;1.802;2.118;3.968;0.731;0.877;0;0;0;0
6 / 2020;0;18.596;2.445;18.464;0.511;0.608;0;0;0;0;0;0;0.344;7.205;0;0.475;0;0;0;1.304;7.609;0;4.555;0;1.726;0;2.047;0;0;0;0.318;5.783;5.28;0;2.209;1.79;5.824;1.201;0;2.162;0;0;0;0.6;9.237;8.927;0;0.085;0;11.464;6.17;0;4.037;1.82;1.827;1.883;3.722;0.699;0.787000000000001;0;0;0;0
7 / 2020;0;19.259;2.412;17.251;0.53;0.573;0;0;0;0;0;0;0.283;6.345;0;0.256;0;0;0;1.152;4.695;0;4.57;0;1.685;0;1.18;0;0;0;0.352;5.529;5.246;0;2.225;1.853;3.702;1.25;0;2.211;0;0;0;0.772;8.806;9.721;0;0.085;0;9.83799999999999;6.416;0;2.888;1.687;1.358;1.629;4.021;0.713;0.387;0;0;0;0
8 / 2020;0;14.474;2.453;16.977;0.466;0.321;0;0;0;0;0;0;0.258;6.411;0;0.0660000000000001;0;0;0;1.238;1.986;0;4.803;0;1.928;0;0.805000000000001;0;0;0;0.36;6.056;0;0;2.234;2.017;6.22000000000001;0.537;0;2.283;0;0;0;0.913;9.06700000000001;3.913;0;0.0870000000000001;0;9.97;1.876;0;3.612;0.605;1.931;0.161999999999999;3.642;0.649999999999999;0;0;0;0;0
9 / 2020;0;3.292;2.197;16.45;0.48;0.284;0;0;0;0;0;0;0.145;7.249;0;0.15;0;0;0;1.189;2.282;0;4.943;0;1.804;0;0.798999999999999;0;0;0;0.307;5.409;0.484000000000002;0;2.141;1.765;6.144;0.540000000000001;0;1.985;0;0;0;0.92;7.342;2.851;0;0.083;0;9.06400000000001;0;0;2.028;0;2.248;0;3.735;0.631;0;0;0;0;0
10 / 2020;0;0;2.527;17.166;0.504;0.287;0;0;0;0;0;0;0.00600000000000023;12.414;0;0.0549999999999999;0;0;0;1.309;4.087;0;4.856;0;1.675;0;0.772;0;0;0;0.334;5.826;2.064;0;2.205;1.837;6.053;0.571999999999999;0;2.203;0;0;0;0.98;9.526;4.16;0;0.075;0;11.315;0;0;0.135999999999999;0;2.173;0;3.906;0.633;0;0;0;0;0
11 / 2020;0;13.279;1.954;16.778;0.414;0.313000000000001;0;0;0;0;0;0;0.168;9.682;0;0.102;0;0;0;0.887;5.274;0;4.559;0;1.612;0;0;0;0;0;0.307;4.679;4.437;0;2.202;1.607;5.873;1.047;0;2.179;0;0;0;0.822000000000001;0;7.41200000000001;0;0.0850000000000001;0;9.539;2.391;0;5.441;0.442;2.157;0.18;3.72300000000001;0.624;0;0;0;0;0
12 / 2020;0;19.443;2.868;19.031;0.534;0.396999999999999;0;0;0;0;0;0;0.26;11.22;0;0.182;0;0;0;0.186;7.676;0;4.592;0;2.076;0;1.788;0;0;0;0.235;6.33499999999999;4.441;0;1.933;1.648;6.182;1.056;0;0;0;0;0;0.975;17.819;5.01899999999999;0;0.0869999999999999;0;9.935;7.131;0;5.841;2.05;2.247;0.535;3.59999999999999;0.645;0.276;0;0;0;0
1 / 2021;0;20;2.7;18.36;0.3;0.83;18.2;0;0;0;0;0;0.31;11.59;0;0.15;0;0;0;0;7.82;0;4.33;0;1.88;0;1.29;0;0;0;0.3;6;4.67;0;2.13;1.66;6.17;0.38;0;2.12;0;0;0;1.07;9.63;10.67;0;0.09;0;10.53;6.7;0;8.13;2.27;2.43;1.18;1.67;0;0.4;0;0;0;0
2 / 2021;0;17.96;2.43;17.99;0.36;0.72;22.14;0;0;0;0;0;0.23;9.97;0;0.12;0;0.24;0;0.39;7.67;0;3.84;0;1.66;0;0.95;0;0;0.19;0.32;5.48;4.45;0;1.92;1.48;5.57;0.61;0;1.79;0;0;0;1.01;7.81;10.14;0;0.08;0;8.01;6.37;0;6.28;2.14;2.18;1.02;0;1.18;0.41;0;0;0;0
3 / 2021;0;19.541;2.375;21.234;0.726;0.782;24.307;0;0;0;0;0;0.301;11.079;0;0.139;0;0.431;0;1.171;8.058;0;4.173;0;1.82;0;0.667;0;0;0.465;0.338;5.773;4.647;0;1.987;1.549;5.791;1.18;0;1.957;0;0;0;0.975;6.974;11.37;0;0.098;0;9.156;7.083;0;6.275;2.266;2.313;1.067;0.7;0.622;0.481;0;0;0;0
4 / 2021;0;18.927;2.207;16.149;0.613;0.743;23.615;0;0;0;0;0;0.274;11.036;0;0.067;0;0.456;0;1.141;7.923;0;3.918;0;1.564;0;0.873;0;0;1.337;0.319;5.466;4.65;0;1.915;1.453;5.736;0.788;0;1.866;0;0;0.086;1.095;5.989;9.944;0;0.088;0;8.882;6.653;0;6.655;2.211;2.085;1.004;5.002;0.58;0.451;0;0;0;0
5 / 2021;0;19.127;2.11;19.398;0.634;0.742;23.998;0;0;0;0;0;0.262;11.192;0;1.739;0;0.242;0;1.271;7.424;0;3.917;0;1.792;0;1.714;0;0;0;0.343;5.611;4.876;0;2.017;1.606;5.844;1.204;0;1.897;0;0;0.085;1.024;6.263;9.611;0;0.086;0;7.923;6.578;0;6.073;2.042;1.862;1.036;4.201;0.628;0.438;0;0;0;0
6 / 2021;0;17.846;2.166;15.53;0.532;0.445;23.225;0;0;0;0;0;0.212;10.612;0;1.364;0;0.187;0;0.86;6.887;0;3.503;0;1.482;0;0.877;0;0;0.283;0.29;5.262;4.687;0;1.934;1.521;5.173;1.165;0;1.819;0;0;0.083;0.983;5.175;9.64;0;0.083;0;3.371;6.264;0;5.769;1.978;1.866;0.963;1.511;0.557;0.17;0;0;0;0
7 / 2021;0;18.306;2.099;17.205;0.536;0.776;23.893;0;0;0;0;0;0.199;10.357;0;1.226;0;0.134;0;1.102;6.809;0;2.517;0;2.186;0;0.692;0;0;0.121;0.275;6.239;4.839;0;1.981;1.477;5.461;1.047;0;1.877;0;0;0.092;1.084;4.5;9.825;0;0.085;0;3.978;6.405;0;5.304;1.798;1.669;0.921;4.001;0.576;0.303;0;0;0;0
8 / 2021;0;17.372;2.217;17.741;0.272;0.868;25.609;0;0;0;0;0;0.026;12.448;0;1.113;0;0.34;0;0.974;8.493;0;2.188;0;2.226;0;0.577;0;0;0.138;0.286;5.928;4.788;0;2.004;1.646;5.284;1.1;0;1.876;0;0;0.093;1.023;5.416;9.733;0;0.071;0;7.857;6.484;0;4.896;1.578;1.7;0.97;3.708;0.563;0.373;0;0;0;0
9 / 2021;0;16.262;2.187;16.003;0.42;0.829;35.943;0;0;0;0;0;0.283;10.632;0;0.913;0;0.101;0;0.801;6.491;0;2.781;0;1.973;0;0.564;0;0;0.072;0.262;5.612;4.545;0;2.017;0.936;6.329;0.689;0;1.821;0;0;0.077;0.87;5.383;8.97;0;0;0;8.361;6.199;0;3.988;1.284;1.674;0.849;3.608;0.539;0.564;0;0;0;0
10 / 2021;0;18.798;2.076;16.699;0.461;0.819;33.162;0;0;0;0;0;0.291;11.501;0;0.78;0;0.12;0;0.841;3.573;0;3.582;0;1.689;0;1.403;0;0;0.035;0.191;3.173;4.518;0;2.134;0;6.094;0.543;0;1.967;0;0;0.087;0.981;5.523;10.174;0;0;0;9.979;5.336;0;4.372;1.082;1.898;0.672;3.714;0.366;0.561;0;0;0;0
11 / 2021;0;18.798;2.014;17.124;0.42;0.819;19.523;0;0;0;0;0;0.302;11.586;0;0.865;0;0.471;0;0.827;3.67;0;4.014;0;1.689;0;1.008;0;0;0.117;0.192;4.40900000000001;4.519;0;2.004;0;5.603;0.550000000000001;0;1.968;0;0;0.0820000000000001;0.935;4.904;11.405;0;0;0;8.788;6.41;0;4.297;1.548;2.098;0.766;3.389;0.140000000000001;0.504;0;0;0;11.135
12 / 2021;0;18.221;2.28;18.592;0.437;0.933999999999999;0;0;0;0;0;0;0.239;12.46;0;0.840999999999999;0;0.494;0;0.987;7.599;0;4.57400000000001;0;2.285;0;0.383000000000001;0;0;0.348;0.0649999999999999;5.441;4.514;0;1.946;1.124;5.939;0.536;0;1.912;0;0;0.0869999999999999;0.832000000000001;3.508;11.378;0;0;0;9.431;5.91000000000001;0;4.306;1.769;2.179;0.791;7.569;0.0599999999999996;0.716;0;0;0;5.92
